filename	acq_time	operator	randstr
func/sub-CTS223_task-restbaseline_bold.nii.gz	2015-06-30T15:52:56	n/a	l906b=nI
func/sub-CTS223_task-restmovieadaptive_bold.nii.gz	2015-06-30T16:02:24	n/a	Zqhtk\&[
func/sub-CTS223_task-restmoviefixed_bold.nii.gz	2015-06-30T16:11:25	n/a	"7""O{n#i~"
func/sub-CTS223_task-restmovienofeedback_bold.nii.gz	2015-06-30T16:19:10	n/a	YUQ>MP/t
func/sub-CTS223_task-restfixationfixed_bold.nii.gz	2015-06-30T16:28:00	n/a	l&4jx:I=
func/sub-CTS223_task-restfixationnofeedback_bold.nii.gz	2015-06-30T16:35:44	n/a	59E>A{'-
func/sub-CTS223_task-restfixationadaptive_bold.nii.gz	2015-06-30T16:49:14	n/a	iN[SXbWy
fmap/sub-CTS223_magnitude1.nii.gz	2015-06-30T16:57:58	n/a	Gz#pSt@U
fmap/sub-CTS223_magnitude2.nii.gz	2015-06-30T16:57:58	n/a	%0U,7E(V
fmap/sub-CTS223_phasediff.nii.gz	2015-06-30T16:57:58	n/a	r`1TM7;&
anat/sub-CTS223_T1w.nii.gz	2015-06-30T17:06:32	n/a	]<2r8K*q
anat/sub-CTS223_T2w.nii.gz	2015-06-30T17:11:59	n/a	2lT$I=<E
